name,slug,country,city,homepage,programs
"dhulikhel hospital","dhulikhel-hospital","Nepal","Dhulikhel","","{'medisin':1,}"
"uba","uba","Argentina","Buenos Aires","","{'medisin, 6-årig profesjonsstudium':1,}"
"dette var et praksisopphold som lærer på hillcrest secondary school.","dette-var-et-praksisopphold-som-lærer-på-hillcrest-secondary-school.","Zambia","Livingstone","","{'lektorutdanning i kroppsøving og idrettsfag - masterstudium':1,}"
"hillcrest secondary school (ungd.sk og vgs)","hillcrest-secondary-school-(ungd.sk-og-vgs)","Zambia","Livingstone","","{'lektorutdanning i kroppsøving og idrettsfag':1,}"
"university of ghana","university-of-ghana","Ghana","Accra","","{'sykepleie bachelor':1,'bioteknologi':1,'bachelor i engelsk':1,'bachelor, sykepleie':1,'sykepleie':2,'sykepleie bachelor heltid':1,'afrikastudier':1,}"
"uraccan","uraccan","Nicaragua","Bluefields","","{'bachelor sykepleie':1,'sykepleie':1,'sykepleien':1,}"
"praksis ved hillcrest national technical secondary school","praksis-ved-hillcrest-national-technical-secondary-school","Zambia","Livingstone","","{'lektor i realfag':1,}"
"university of new south wales","university-of-new-south-wales","Australia","Sydney","","{'bygg- og miljøteknikk. konstruksjon':1,'fysikk og matematikk':1,'lektorutdanning i språkfag (engelsk)':1,'mtbygg':2,'bygg- og miljøteknikk':1,'nanoteknologi':3,'mtdt':1,'bachelor i programmering':1,'byggingeniør':1,'informatikk':1,'fornybar energi':1,'marin teknikk':1,'lektor i engelsk':1,'lektor':1,'økonomi og administrasjon':3,'industriell økonomi og teknologiledelse':8,'mtfyma':1,'petroleumsfag':2,'mtmt':1,'bygg og miljøteknikk':1,}"
"university of california, santa barbara","university-of-california,-santa-barbara","USA","Santa Barbara","","{'mttk':1,'kybernetikk og robotikk':2,'informatikk':1,'kommunikasjonsteknologi':1,'ingeniørvitenskap og ikt':1,'energi og miljø sivilingeniør':1,'masterprogram i bioteknologi':1,'mtprod':1,'datateknologi':2,'teknisk kybernetikk':1,}"
"nova sbe","nova-sbe","Portugal","Lisboa","","{'økønomi og administrasjon':1,'økonomi og administrasjon':1,}"
"kungliga tekniska högskolan - kth","kungliga-tekniska-högskolan---kth","Sverige","Stockholm","","{'fysikk og matematikk - teknisk fysikk':1,}"
"hillcrest technical secondary school (praksisskole)","hillcrest-technical-secondary-school-(praksisskole)","Zambia","Livingstone","","{'lektorutdanningen i kroppsøving og idrettsfag':1,}"
"var ikke på et universitet, men bodde på mødrehjemmet abrigo rainha silvia i itaboraí","var-ikke-på-et-universitet,-men-bodde-på-mødrehjemmet-abrigo-rainha-silvia-i-itaboraí","Brazil","Rio de Janeiro","","{'barnevernspedagog':1,}"
"ingen","ingen","Sør Afrika","Cape Town","","{'barnevernspedagog':2,'sosionom':1,'medisin profesjonsstudium':1,'':1,}"
"rheinische friedrich-wilhelms-universität bonn","rheinische-friedrich-wilhelms-universität-bonn","Tyskland","Bonn","","{'mathematical sciences':1,}"
"massachusetts institute of technology","massachusetts-institute-of-technology","USA","Cambridge","","{'fysikk og matematikk':1,'industriell økonomi og teknologiledelse':3,'marin teknikk':2,'5-årig sivilingeniør datateknologi':1,'datateknologi':1,}"
"university of valencia","university-of-valencia","Spania","Valencia","","{'sosiologi bachelor':1,}"
"nanyang technological university (ntu)","nanyang-technological-university-(ntu)","Singapore","Singapore","","{'industriell økonomi og teknologiledelse - emil':1,'marin teknikk, 5-årig master':1,'industriell økonomi og teknologiledelse, produktutvikling og produksjon':1,'industriell økonomi og teknologiledelse':1,'industriell økonomi -og teknologiledelse (indøk)':1,}"
"universidad san francisco de quito","universidad-san-francisco-de-quito","Ecuador","Quito","","{'medisin':1,'politisk økonomi':1,'medisin profesjon':1,'medisinstudiet':1,}"
"universidad san francisco de quito (usfq)","universidad-san-francisco-de-quito-(usfq)","Ecuador","Quito","","{'medisin':1,}"
"rmit","rmit","Australia","Melbourne","","{'industriell økonomi og teknologiledelse':1,'bprog':1,'fysikk og matematikk':2,'bioteknologi':1,'tekniske geofag':1,'industriell design':2,'matematikk og fysikk':1,'bygg- og miljøteknikk':1,'kybernetikk og robotikk':1,'energi og miljø':2,'datateknikk':1,'datateknologi':1,}"
"ntnu","ntnu","Sør Afrika","Cape Town","","{'sosialt arbeid':2,'soaialantropologi master':1,}"
"unam","unam","Namibia","Windhoek","","{'sykepleie bachelor':3,'491097':1,'bachelor heltid sykepleie':1,'sykepleie':5,'sykepleier':1,'sykepleien':1,'bachelor i sykepleie':1,'':1,'industriell design':1,}"
"prosjektstudie med organisasjon","prosjektstudie-med-organisasjon","Zambia","Livingstone","","{'sosialt arbeid':1,}"
"samarbeid med respons network, en ikke-statlig organisasjon.","samarbeid-med-respons-network,-en-ikke-statlig-organisasjon.","Zambia","Livingstone","","{'sosialt arbeid':1,}"
"mcgill university","mcgill-university","Canada","Montreal","","{'industriell økonomi og teknologiledelse':1,}"
"queen mary university of london","queen-mary-university-of-london","Storbritannia","London","","{'kybernetikk og robotikk':1,}"
"uruccan","uruccan","Nicaragua","Bluefields, Nicaragua","","{'sykepleie, ntnu':1,}"
"prosjektstudie i samarbeid med response network, ikke tilknyttet noe universitet","prosjektstudie-i-samarbeid-med-response-network,-ikke-tilknyttet-noe-universitet","Zambia","Livingstone","","{'sosialt arbeid':1,}"
"uraccan bluefields","uraccan-bluefields","Nicaragua","Bluefields","","{'sykepleie':1,}"
"universidad politecnica de valencia","universidad-politecnica-de-valencia","Spania","Valencia","","{'bygg- og miljøeknikk':1,}"
"universidad de valencia","universidad-de-valencia","Spania","Valencia","","{'lektor i kroppsøving og idrett':1,'bioteknologi':1,'ledelse av teknologi':1,'mbiot5':2,'psykologi, profesjon':1,'psykologi bachelor':1,}"
"universiry of california, santa barbara","universiry-of-california,-santa-barbara","USA","Santa Barbara","","{'marin teknikk':1,}"
"nanyang technological university","nanyang-technological-university","Singapore","Singapore","","{'industriell økonomi og teknologiledelse':6,'energi og miljø, elkraft':1,'kybernetikk og robotikk':1,'indøk, datateknologi':1,'bioteknologi':1,'nanoteknologi':1,'indøk':3,'industriell økonomi og teknologiledelse - datateknologi':1,'fysikk og matematikk':1,'energi og miljø':1,'industriell økonomi og teknologiledelse, data':1,'industriell økonomi og teknologiledelse, produksjon og produktutvikling':1,'kommunikasjonsteknologi':1,}"
"university of namibia","university-of-namibia","Namibia","Windhoek","","{'bachelor sykepleie':1,'sykepleie':2,'sykepleien':1,}"
"streetlight inc.","streetlight-inc.","Filippinene","Tacloban","","{'barnevernspedagog':1,}"
"national taiwan university of science and technology (ntust)","national-taiwan-university-of-science-and-technology-(ntust)","Taiwan","Taipei","","{'industriell økonomi og teknologiledelse':1,}"
"aahurs universitet","aahurs-universitet","Danmark","Aarhus","","{'bachelor tysk/historie':1,}"
"tokyo institute of technology","tokyo-institute-of-technology","Japan","Tokyo","","{'kybernetikk og robotikk':5,'bygg- og miljøteknikk (mtbygg), konstruksjonsteknikk':1,'kommunikasjonsteknologi':1,'bygg- og miljøteknikk, konstruksjonsteknikk':1,'mtnano':1,}"
"muhas","muhas","Tanzania","Dar es Salaam","","{'medisin':3,}"
"hamburg university of technology","hamburg-university-of-technology","Tyskland","Hamburg - Harburg","","{'marin teknikk':1,}"
"university of birmingham","university-of-birmingham","Storbritannia","Birmingham","","{'kybernetikk og robotikk':1,'bachelor i pedagogikk':1,}"
"university college london","university-college-london","Storbritannia","London","","{'industriell økonomi og teknologiledelse':1,}"
"dongguk university","dongguk-university","Korea","Seoul","","{'mdtd':1,'informatikk':1,}"
"university of otagp","university-of-otagp","New Zealand","Dunedin","","{'industriell økonomi og teknologiledelse':1,}"
"soas","soas","Storbritannia","London","","{'medievitenskap':1,}"
"utfsm","utfsm","Chile","Valparaíso","","{'kybernetikk og robotikk':1,}"
"università degli padova","università-degli-padova","Italia","Padova","","{'fysikk og matematikk':1,}"
"university of ljubljana","university-of-ljubljana","Slovenia","Ljubljana","","{'medisin':4,'profesjonsstudiet i medisin':1,'medisin profesjon':1,}"
"n/a","n/a","Belgia","Brussel","","{'sosiologi':1,'natural resource management international masters':1,}"
"kings college london","kings-college-london","Storbritannia","London","","{'industriell økonomi og teknologiledelse':1,'filosofi master':1,'master i engelsk litteratur':1,'klassiske fag':1,'master i klassiske fag og antikkens kultur':1,}"
"university of waterloo","university-of-waterloo","Canada","Waterloo","","{'kommunikasjonsteknologi':2,'datateknologi':2,'bevegelsesvitenskap':1,'sosialantropologi':1,'fysikk og matematikk':1,}"
"universität wien","universität-wien","Østerrike","Wien","","{'bachelor i generell filosofi':1,'statsvitenskap- master':1,'master i matematikk (topologi)':1,'nanoteknologi':1,}"
"university of tasmania","university-of-tasmania","Australia","Launceston","","{'marin teknikk':2,}"
"universita ca foscari","universita-ca-foscari","Italia","Venezia","","{'økonomi og administrasjon':1,}"
"kathmandu medical college","kathmandu-medical-college","Nepal","Kathmandu","","{'bachelor sykepleie heltid':1,'bachelor sykepleie':1,'sykepleie':2,'bachelor sykepleie ntnu':1,'fysioterapi':1,'sykepleieutdanning':1,}"
"kmc","kmc","Nepal","Kathmandu","","{'sykepleie':1,'fysioterapi':1,'sykepleien':1,}"
"stellenbosch university","stellenbosch-university","Sør Afrika","Stellenbosch","","{'statsvitenskap':1,'afrika studier':1,'mtnano':1,}"
"university of new south wales - unsw","university-of-new-south-wales---unsw","Australia","Sydney","","{'mtnano':1,}"
"burapha university","burapha-university","Thailand","Bang Saen","","{'sykepleie':1,}"
"århus universitet","århus-universitet","Danmark","Århus","","{'sosialantropologi':1,}"
"columbia university","columbia-university","USA","New York City","","{'industriell økonomi og teknologiledelse':1,'indøk data':1,'mtiøt':1,'industriell økonomi':1,'iøt':1,}"
"massachusetts institute of technology - mit","massachusetts-institute-of-technology---mit","USA","Boston","","{'kybernetikk og robotikk':1,}"
"la sapienza roma","la-sapienza-roma","Italia","Roma","","{'informatikk':1,}"
"la sapienza university","la-sapienza-university","Italia","roma","","{'master i ledelse av teknologi':1,}"
"harvard","harvard","USA","Cambridge","","{'indøk data':1,'industriell økonomi og teknologiledelse':1,}"
"san diego state univesity","san-diego-state-univesity","USA","San Diego","","{'bygg- og miljøteknikk':1,}"
"instituto superior technico","instituto-superior-technico","Portugal","Lisboa","","{'':1,}"
"waseda daigaku","waseda-daigaku","Japan","Tokyo","","{'nanoteknologi':1,}"
"waseda university","waseda-university","Japan","Tokyo","","{'mtnano':1,'bachelor i økonomi og administrasjon':1,}"
"universidad de buenos aires (uba), faculdad de ciencias sociales","universidad-de-buenos-aires-(uba),-faculdad-de-ciencias-sociales","Argentina","Buenos Aires","","{'statsvitenskap - bachelor':1,}"
"tsinghua university","tsinghua-university","Kina","Beijing","","{'industriell økonomi og teknologiledelse':3,'mtkj':2,'datateknologi':1,'bygg- og miljøteknikk':1,'kybernetikk':1,'produktutvikling og produksjon siv-ing':1,}"
"the university of british columbia","the-university-of-british-columbia","Canada","Vancouver","","{'bygg- og miljøteknikk, 5-årig masterstudium':1,}"
"pontificia universidad catolica","pontificia-universidad-catolica","Chile","Santiago","","{'produktutvikling og produksjon (pup/maskin)':1,}"
"university of british columbia(ubc)","university-of-british-columbia(ubc)","Canada","Vancouver","","{'kybernetikk og robotikk':1,}"
"griffith university","griffith-university","Australia","Gold Coast","","{'fornybar energi ingeniør':1,}"
"universidad de buenos aires, facultad de ciencias economicas","universidad-de-buenos-aires,-facultad-de-ciencias-economicas","Argentina","Buenos Aires","","{'logistikkingeniør':1,}"
"konkuk university","konkuk-university","Korea","Seoul","","{'ingeniørvitenskap og ikt':1,}"
"university of california, san diego","university-of-california,-san-diego","USA","San Diego","","{'indøk data':1,'industriell økonomi og teknologiledelse':1,'produktutvikling og produksjon':3,'mtprod - industriell mekanikk':1,'bioteknologi':1,'mtfyma':1,'bygg- og miljøteknikk':1,'lektor i språkfag (engelsk)':1,'datateknologi':1,'mtbygg':1,}"
"university of california san diego (ucsd/uc san diego)","university-of-california-san-diego-(ucsd/uc-san-diego)","USA","San Diego","","{'industriell økonomi og teknologiledelse':1,}"
"university of auckland","university-of-auckland","New Zealand","Auckland","","{'industriell økonomi og teknologiledelse':2,'datateknologi 5 årig':1,'bachelor i sykepleie':2,'datateknologi':3,'indøk':1,'kybernetikk og robotikk':1,'mtfyma':1,'dataingeniør':1,'arkitektur og design':1,'energi og miljø':3,'produktutvikling og produksjon masterstudium (2-årig)':1,'sykepleie':5,'sykepleien':1,'bygg og miljøteknikk':2,'sosialt arbeid':1,'fysikk og matematikk (industriell matematikk)':1,'bygg- og miljøteknikk':1,'mtdt':1,'bbi':1,'produktutvikling og produksjon':1,}"
"university of tokyo","university-of-tokyo","Japan","Tokyo","","{'teknisk fysikk':1,'kybernetikk og robotikk':1,'arkitektur 5-årig master':1,'teknisk kybernetikk':1,}"
"university of newcastle","university-of-newcastle","Australia","Newcastle","","{'materialteknologi, 5-årig':1,'produktutvikling og produksjon':1,'materialteknologi, bachelor':1,}"
"university of california san diego (ucsd)","university-of-california-san-diego-(ucsd)","USA","San Diego","","{'datateknologi':3,}"
"institut za bolesti djece (barneavd sykehuset)","institut-za-bolesti-djece-(barneavd-sykehuset)","Montenegro","Podgorica","","{'':1,}"
"instituto técnico superior","instituto-técnico-superior","Portugal","Lisboa","","{'kybernetikk &amp; robotikk':1,}"
"università di padova","università-di-padova","Italia","Padova","","{'fysikk og matematikk':1,}"
"the hong kong polytechnic university (polyu)","the-hong-kong-polytechnic-university-(polyu)","Kina","Hongkong","","{'ingeniørvitenskap og ikt, geomatikk':1,}"
"university of leeds","university-of-leeds","Storbritannia","Leeds","","{'industriell økonomi og teknologiledelse':1,}"
"vysoké učení technické v brně","vysoké-učení-technické-v-brně","Tsjekkia","Brno","","{'informatikk':1,}"
"hebrew university rehovot","hebrew-university-rehovot","Israel","Rehovot","","{'biomarin innovasjon':1,}"
"the university of manchester","the-university-of-manchester","Storbritannia","Manchester","","{'industriell økonomi og teknologiledelse':1,}"
"university of stellenbosch","university-of-stellenbosch","Sør Afrika","Stellenbosch","","{'industriell kjemi og bioteknologi':1,}"
"university of chichester","university-of-chichester","Storbritannia","Chichester","","{'lektorutdanning i kroppsøving og idrettsfag':1,'bevegelsesvitenskap':4,}"
"osaka prefecture university","osaka-prefecture-university","Japan","Osaka","","{'indstriell kjemi og bioteknologi - kjemisk prosessteknologi':1,'industriell kjemi og bioteknologi - masterstudie':1,'mtdt':1,'master i databaser og søk':1,}"
"universita degli studi di salerno","universita-degli-studi-di-salerno","Italia","Salerno","","{'nanoteknologi':1,}"
"aberdeen university","aberdeen-university","Storbritannia","Aberdeen","","{'master- statsvitenskap':1,}"
"université libre de bruxelles (ulb) og vrije universiteit brussel","université-libre-de-bruxelles-(ulb)-og-vrije-universiteit-brussel","Belgia","Brussel","","{'bygg- og miljøteknikk':1,}"
"katholieke hogeschool vives kortrijk","katholieke-hogeschool-vives-kortrijk","Belgia","Kortrijk","","{'bachelor sykepleie, heltid':1,}"
"university of wollongong","university-of-wollongong","Australia","Wollongong","","{'dataingeniør':2,'byggingeniør':1,'programmering [spill | app]':1,'bioteknologi':1,'industriell økonomi og teknologiledelse':1,'bachelor i biologi':1,}"
"iae aix-marseille","iae-aix-marseille","Frankrike","Aix-en-Provence","","{'master i økonomi og administrasjon':1,}"
"university of madison-wisconsin","university-of-madison-wisconsin","USA","Madison, Wisconsin","","{'mttk':1,}"
"royal melbourne institute of technology university","royal-melbourne-institute-of-technology-university","Australia","Melbourne","","{'dataingeniør':1,}"
"postech","postech","Korea","Pohang","","{'nanoteknologi':1,'elektro ingeniør':1,'kybernetikk og robotikk':1,}"
"utrecht university","utrecht-university","Nederland","Utrecht","","{'lektor geografi':1,}"
"universitas gadjah mada","universitas-gadjah-mada","Indonesia","Yogyakarta","","{'master i entreprenørskap, innovasjon og samfunn':1,}"
"university of wisconsin - madison","university-of-wisconsin---madison","USA","Madison","","{'master i bioteknologi':1,}"
"universidad de buenos aires","universidad-de-buenos-aires","Argentina","Buenos Aires","","{'lektorutdanning i samfunnsfag':1,'arkitektur master 5-årig':1,'arkitektur':2,'sosialantropologi':1,'medisin':1,'datateknologi':1,'industriell økonomi og teknologiledelse':2,'mtbygg':1,}"
"khatmandu university","khatmandu-university","Nepal","Dhulikhel","","{'medisinstudiet':1,}"
"university of cambridge","university-of-cambridge","Storbritannia","Cambridge","","{'mbiot5':1,}"
"esdes","esdes","Frankrike","Lyon","","{'bachelor i markedsforing, innovasjon og ledelse':1,}"
"université de liège","université-de-liège","Belgia","Liège","","{'lektor fransk':1,}"
"united nations environment programme (unep) regional office in west asia (rowa)","united-nations-environment-programme-(unep)-regional-office-in-west-asia-(rowa)","Bahrain","Manama","","{'globalization and sustainable development':1,}"
"esdes - business school of ucly","esdes---business-school-of-ucly","Frankrike","Lyon","","{'eksport markedsføring og ledelse':1,}"
"the university of auckland","the-university-of-auckland","New Zealand","Auckland","","{'tekniske geofag':1,'lektor i samfunnsfag, med engelsk':1,'ledelse av teknologi (2-årig masterprogram)':1,'informatikk':1,}"
"ucb","ucb","USA","Berkeley","","{'kybernetikk og robotikk':1,}"
"ara institue of canterbury","ara-institue-of-canterbury","New Zealand","Christchurch","","{'bachelor sykepleie':1,}"
"university of iceland","university-of-iceland","Island","Reykjavik","","{'ingeniørvitenskap og ikt':1,'master i nordisk språk':1,'film- &amp; videoproduksjon':1,'msc environmental chemistry':1,}"
"tokyo institute of technology (tokyo tech)","tokyo-institute-of-technology-(tokyo-tech)","Japan","Tokyo","","{'mbiot5':1,}"
"aston university","aston-university","Storbritannia","Birmingham","","{'master of philosophy in english linguistics and language acquisition':1,}"
"california state university los angeles","california-state-university-los-angeles","USA","Los Angeles","","{'økonomi, ledelse og bærekraft':1,'film- og videoproduksjon':1,}"
"aix-marseille (iae)","aix-marseille-(iae)","Frankrike","Aix en Provence","","{'ledelse av teknologi':1,}"
"calstatela","calstatela","USA","LA","","{'økonomi, ledelse og bærekraft':1,}"
"univerza v ljubljani","univerza-v-ljubljani","Slovenia","Ljubljana","","{'medisin':1,}"
"-","-","Kenya","Kisumu og Asembo","","{'sykepleie':1,}"
"kanyakoo self help initiative","kanyakoo-self-help-initiative","Kenya","Kisumu","","{'bachelor i sykepleie':2,}"
"tecnico lisboa","tecnico-lisboa","Portugal","Lisboa","","{'energi og miljø':1,}"
"kwansei gakuin (daigaku) university","kwansei-gakuin-(daigaku)-university","Japan","Osaka","","{'musikkteknologi':1,}"
"curtin university","curtin-university","Australia","Perth","","{'mtpetr':1,'2-årig master i petroleumsfag':1,'mtpetr - petroleumsfag - boring':1,'elektroingeniør':1,}"
"universidad politécnica de madrid - upm","universidad-politécnica-de-madrid---upm","Spania","Madrid","","{'datateknologi':1,'marin teknikk':1,}"
"delft university of technology","delft-university-of-technology","Nederland","Delft","","{'datateknologi':1,'arkitektur, 5-årig master':1,'teknisk kybernetikk 5-årig':1,'energi og miljø':1,'industriell design':1,}"
"universidad complutense de madrid","universidad-complutense-de-madrid","Spania","Madrid","","{'psykologi bachelor':1,}"
"universidad de granada","universidad-de-granada","Spania","Granada","","{'psykologi, bachelor':1,'arkeologi':1,'lektorutdanning i språkfag':1,'lektor i samfunnsfag og idrett':1,'psykologi':1,'msøk5':1,}"
"kwansei gakuin university","kwansei-gakuin-university","Japan","Nishinomiya","","{'film- og videoproduksjon':1,'sosial antropologi':1,}"
"universität leipzig","universität-leipzig","Tyskland","Leipzig","","{'lektor, master tysk':1,'lektorutdanning i idrett og kroppsøving':1,'lektor i samfunnsfag':1,'lektorutdanning i kroppsøving og idrettsfag':1,'psykologi, bachelor':1,'nordisk/ tysk':1,}"
"rwth aachen","rwth-aachen","Tyskland","Aachen","","{'energi og miljø':1,'mtmt, materialteknologi 5-årig mastergrad':2,'mtmt':1,'datateknologi':1,'fysikk og matematikk':2,'industriell kjemi og bioteknologi':1,}"
"universitat politècnica de catalunya","universitat-politècnica-de-catalunya","Spania","Barcelona","","{'mtdt':1,'industriell økonomi og teknologiledelse':1,'ingeniørvitenskap &amp; ikt':1,'mtfyma':1,}"
"upv - universidad politecnica de valencia","upv---universidad-politecnica-de-valencia","Spania","Valencia","","{'mtdt':1,}"
"politecnico milano","politecnico-milano","Italia","Milano","","{'mtkj':1,}"
"federal university of santa catarina (ufsc)","federal-university-of-santa-catarina-(ufsc)","Brazil","Florianópolis","","{'kybernetikk':1,}"
"macquarie university","macquarie-university","Australia","Sydney","","{'lektor samfunnsfag':1,}"
"universitat politecnica de valencia (upv)","universitat-politecnica-de-valencia-(upv)","Spania","Valencia","","{'bygg og miljøteknikk, med retning bygg og anlegg.':1,'energi og miljø':1,'bygg- og miljøteknikk':1,}"
"osaka prefecture oniversity","osaka-prefecture-oniversity","Japan","Osaka","","{'mtdt':1,}"
"tu kaiserslautern","tu-kaiserslautern","Tyskland","Kaiserslautern","","{'kybernetikk og robotikk':1,}"
"universitat politécnica de catalunya (upc)","universitat-politécnica-de-catalunya-(upc)","Spania","Barcelona","","{'nanoteknologi':1,}"
"ual - universidade autonoma de lisboa","ual---universidade-autonoma-de-lisboa","Portugal","Lisboa","","{'arkitektur - masterstudium (5 årig)':1,}"
"universidade autónoma de lisboa - ual","universidade-autónoma-de-lisboa---ual","Portugal","Lisboa","","{'master - arkitektur':1,}"
"uv (universitat de valència)","uv-(universitat-de-valència)","Spania","Valencia","","{'mtkj':1,}"
"technische universiteit eindhoven","technische-universiteit-eindhoven","Nederland","Eindhoven","","{'industriell kjemi og bioteknologi':1,'energi og miljø':1,'datateknologi, 5':1,'mtdt':1,}"
"kaist - korea advanced institute of science and technology","kaist---korea-advanced-institute-of-science-and-technology","Korea","Daejeon","","{'datateknologi':1,}"
"university of grenoble alpes (uga)","university-of-grenoble-alpes-(uga)","Frankrike","Grenoble","","{'master i bioteknologi (mbiot5)':1,}"
"leiden university","leiden-university","Nederland","Leiden","","{'arkeologi':1,'profesjonsstudiet i psykologi':1,}"
"upv - universitat politecnica de valencia","upv---universitat-politecnica-de-valencia","Spania","Valencia","","{'bygg- og miljøteknikk':1,}"
"technical university of munich - tum","technical-university-of-munich---tum","Tyskland","München","","{'kybernetikk og robotikk, 5 årig':1,}"
"upv - universitat politècnica de valència","upv---universitat-politècnica-de-valència","Spania","Valencia","","{'energi og miljø':1,'fysikk og matematikk - industriell matematikk':1,}"
"tuhh","tuhh","Tyskland","Hamburg","","{'ingeniørvitenskap og ikt':1,'marin teknikk':2,}"
"impedit voluptates","impedit-voluptates","Belgia","Error accusantium of","","{'qui qui perferendis':1,}"
"vero obcaecati sed o","vero-obcaecati-sed-o","Malta","Provident ab tempor","","{'nesciunt aut in dol':1,}"
"ad labore consequatu","ad-labore-consequatu","Peru","Quis aperiam volupta","","{'aliqua alias quo ve':1,}"
"consequat corporis","consequat-corporis","Albania","Voluptate irure sed","","{'incidunt excepteur':1,}"
"prosjekt arbeid med city mission (ikke universitet)","prosjekt-arbeid-med-city-mission-(ikke-universitet)","Sør Afrika","Cape Town","","{'bachelor i sosialt arbeid':1,}"
"univesitat rovira i virgili","univesitat-rovira-i-virgili","Spania","Tortosa","","{'sykepleie':1,}"
"universitat politécnica de valéncia upv","universitat-politécnica-de-valéncia-upv","Spania","Valencia","","{'industriell design':1,}"
"universidad rovira i virgili - campus terres de l’ebre (urv-cte)","universidad-rovira-i-virgili---campus-terres-de-l’ebre-(urv-cte)","Spania","Tortosa","","{'sykepleie bachelor':1,}"
"karolinska institutet","karolinska-institutet","Sverige","Stockholm","","{'medisin':2,}"
"charles university","charles-university","Tsjekkia","Praha","","{'samfunnsøkonomi':1,}"
"universitat rovira i virgili","universitat-rovira-i-virgili","Spania","Tortosa","","{'bachelor i sykepleie':1,'sykepleie':1,'sykepleien':1,}"
"unibo- scuola di ingegneria e architettura","unibo--scuola-di-ingegneria-e-architettura","Italia","Bologna","","{'bygg- og miljøteknikk':1,}"
"universidad carlos iii de madird (uc3m)","universidad-carlos-iii-de-madird-(uc3m)","Spania","Madrid","","{'datateknologi':1,}"
"oporto polytechnic institute","oporto-polytechnic-institute","Portugal","Porto","","{'politisk økonomi':1,}"
"rovira i virgili university","rovira-i-virgili-university","Spania","Tortosa","","{'sykepleie':1,}"
"federico santa maria technical university","federico-santa-maria-technical-university","Chile","Valparaiso","","{'bygg- og miljøteknikk masterprogram':1,}"
"technische universiteit delft","technische-universiteit-delft","Nederland","Delft","","{'mtfyma':1,'kybernetikk og robotikk':1,'petroleumsfag':1,}"
"kunstakademie münster, leonardo campus.","kunstakademie-münster,-leonardo-campus.","Tyskland","Münster","","{'bachelorutdanning i billedkunst':1,}"
"kunstakademie münster","kunstakademie-münster","Tyskland","Münster","","{'bachelorutdanning i billedkunst':1,}"
"the university of bologna","the-university-of-bologna","Italia","bologna","","{'bygg- og miljøteknikk':1,}"
"université nice sophia antipolis","université-nice-sophia-antipolis","Frankrike","Nice","","{'mtfyma':1,}"
"université de montpellier ii - faculté des sciences","université-de-montpellier-ii---faculté-des-sciences","Frankrike","Montpellier","","{'fysikk og matematikk - industriell matematikk':1,}"
"københavn professionshøjskolen","københavn-professionshøjskolen","Danmark","København","","{'sykepleierutdanningen - bachelor':1,}"
"universidad de cantabria","universidad-de-cantabria","Spania","Santander","","{'marin teknikk':1,'mtnano':1,'tekniske geofag':1,}"
"university of sunshine coast","university-of-sunshine-coast","Australia","sunshine coast","","{'biologi':1,'bioteknologi':1,}"
"technische universität wien","technische-universität-wien","Østerrike","Wien","","{'kybernetikk og robotikk':1,'arkitektur':1,}"
"hochschule für wirtschaft und recht","hochschule-für-wirtschaft-und-recht","Tyskland","Berlin","","{'økonomi og administrasjon':2,}"
"queensland university of technology (qut)","queensland-university-of-technology-(qut)","Australia","Brisbane","","{'mtmt':1,'industriell økonomi og teknologiledelse':2,'logistikk':1,'indøk':1,}"
"universidad técnica federico santa maría (utfsm)","universidad-técnica-federico-santa-maría-(utfsm)","Chile","Valparaíso","","{'bygg- og miljøteknikk':1,}"
"university of british colombia, ubc","university-of-british-colombia,-ubc","Canada","Vancouver","","{'produktutvikling og produksjon':1,}"
"tu münchen","tu-münchen","Tyskland","München","","{'bachelor i fysikk':1,'indøk data':1,'industriell økonomi og teknologiledelse':1,}"
"universitat ramon llull","universitat-ramon-llull","Spania","Barcelona","","{'bachelor i økonomi og administrasjon':1,'økonomi og administrasjon':1,}"
"science po strasbourg","science-po-strasbourg","Frankrike","Strasbourg","","{'europastuder med statsvitenskap':1,}"
"université de lille","université-de-lille","Frankrike","Lille","","{'matteknologi':1,}"
"sciences po lyon - institut détudes politiques de lyon","sciences-po-lyon---institut-détudes-politiques-de-lyon","Frankrike","Lyon","","{'statsvitenskap':1,}"
"norge","norge","Zambia","Trondheim","","{'internasjonalt samarbeid perspektiv på læreryrket (1-10) lgu14016 lgu54017 (2019 vår)':1,}"
"esdes business school","esdes-business-school","Frankrike","Lyon","","{'økonomi og administrasjon':1,}"
"université toulouse - jean jaurès","université-toulouse---jean-jaurès","Frankrike","Toulouse","","{'profesjonsstudiet psykologi':1,}"
"universitetet i groningen","universitetet-i-groningen","Nederland","Groningen","","{'profesjonsstudiet i psykologi':1,}"
"universidad de san francisco de quito","universidad-de-san-francisco-de-quito","Ecuador","Quito","","{'profesjonsstudiet medisin':1,}"
"university of queensland (uq)","university-of-queensland-(uq)","Australia","Brisbane","","{'datateknologi':1,'mting':1,}"
"university of the sunshine coast (usc)","university-of-the-sunshine-coast-(usc)","Australia","Mooloolaba","","{'bachelor i biologi':1,}"
"universita di trento","universita-di-trento","Italia","Trento","","{'europastudier':1,'europastudier med statsvitenskap':1,}"
"universidad politecnica de cartagena","universidad-politecnica-de-cartagena","Spania","Cartagena","","{'industriell økonomi og teknologiledelse':1,}"
